ngramme	Cliges	Yvain	AlexisP11	ThebesC	AlexisPRI	FillePonth1B1	AlexisP13	BenTroieC_1partial	ChaceP	AlexisOctP	SGeorgDeG	MeraugisF	SGeorgVosL	AigarB	LancJ	PercevalKu	CleomHas	BenTroieC_4partial	ErecF	DancusM	JAvesnesFilleB	JugAmD	OmbreB2	UnicornecW	AlexisPQ
gal	17	8	0	11	0	7	0	0	0	0	0	0	0	1	8	23	40	0	21	5	17	1	0	1	0
gam	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0
gan	1	2	1	1	5	0	14	0	0	0	2	2	0	3	70	12	43	1	14	2	4	2	0	0	1
gap	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gar	122	89	0	23	48	20	0	3	4	22	10	53	2	14	107	119	269	0	87	26	37	4	20	10	26
gas	4	8	0	4	0	0	0	1	0	2	0	1	0	0	10	20	105	0	7	0	1	0	3	0	0
gat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
gau	14	32	0	4	0	0	0	1	0	0	0	14	0	0	53	178	2	0	37	2	0	3	0	1	0
gav	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0
gay	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0
gaz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gaï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gde	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ge
	96	65	7	191	10	1	6	92	0	18	6	22	11	0	42	56	97	6	50	3	1	8	10	0	20
ge 	60	39	5	118	35	33	17	114	4	12	47	14	43	12	87	387	121	3	31	9	85	2	5	4	24
gea	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gec	0	0	0	3	0	0	0	5	0	0	0	8	0	0	3	0	8	0	0	0	0	0	0	1	1
ged	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gee	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
geg	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geh	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
gei	0	0	0	19	0	1	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gel	1	0	2	3	0	0	10	0	0	0	0	0	2	3	0	14	13	1	0	14	0	0	0	0	1
gem	10	3	5	33	4	6	2	21	2	0	0	1	0	0	5	0	54	0	1	2	7	5	0	0	0
gen	113	79	24	251	35	34	38	182	1	14	21	38	14	7	83	96	414	19	4	8	41	18	13	3	33
geo	0	0	0	5	0	0	0	1	0	0	45	0	1	0	0	2	0	0	2	0	0	0	0	0	0
ger	8	11	0	26	0	1	0	11	0	1	0	7	0	7	2	27	10	0	14	3	7	1	0	0	1
ges	33	22	5	122	11	10	6	70	1	3	9	7	10	4	40	45	84	3	49	3	2	1	1	1	3
get	0	4	13	23	5	1	0	9	0	0	6	7	2	1	0	0	37	2	0	0	13	0	7	0	1
geu	4	0	2	19	2	0	0	0	0	2	0	0	0	0	8	3	5	0	5	0	1	1	4	2	2
gev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
gez	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3
geë	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
geï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
geü	1	1	0	1	0	0	0	1	0	0	0	2	0	0	5	5	6	0	2	0	0	0	0	0	2
ghe	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ghi	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gi
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
gi 	0	1	0	0	0	0	0	2	0	0	0	0	0	0	7	4	7	0	0	0	1	0	2	0	0
gia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gib	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
gic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
gie	67	59	6	122	10	23	14	82	4	6	3	24	0	0	65	82	124	3	77	32	19	6	7	6	13
gig	1	0	0	3	0	0	3	0	0	1	0	1	0	1	4	0	3	0	3	0	0	0	0	1	0
gii	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
gil	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	1	1	2	0	0	0	0
gin	4	1	0	1	0	0	0	10	0	3	0	1	0	1	1	2	8	0	2	0	6	0	0	0	0
gio	1	0	0	1	0	3	0	4	0	3	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
gip	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gir	3	1	0	1	0	0	2	1	0	1	0	0	0	0	5	5	5	0	4	2	0	2	0	0	0
gis	6	7	6	2	9	6	6	8	0	1	0	128	0	0	11	6	32	1	8	1	1	1	1	2	4
git	3	0	0	0	0	0	0	0	1	0	0	0	0	0	4	7	2	1	4	3	0	0	0	0	0
giu	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gié	35	35	0	66	12	17	0	20	2	4	0	22	0	0	37	46	64	0	44	3	18	1	4	0	3
gla	3	3	0	8	0	4	1	5	0	2	0	4	2	2	5	5	3	0	5	0	3	1	0	0	0
gle	14	10	4	28	8	0	3	16	1	1	1	8	4	6	14	14	9	0	10	5	10	1	1	0	0
gli	1	1	3	0	5	1	5	0	0	9	1	0	2	1	3	8	2	0	3	0	3	0	0	0	2
glo	6	3	3	4	14	0	10	6	0	5	1	1	3	0	1	5	1	0	2	0	7	0	0	3	0
glu	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gly	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glé	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
gn
	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gn 	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gna	11	11	1	35	4	3	0	17	0	2	0	5	4	6	13	22	24	2	10	1	12	0	3	0	7
gne	183	156	5	226	18	38	9	105	6	4	13	38	10	21	105	103	264	21	65	20	88	5	16	3	7
gni	32	43	0	34	4	22	10	43	4	4	2	8	2	0	32	61	116	1	45	4	27	3	3	1	13
gno	80	59	0	130	28	42	20	92	10	9	2	22	3	4	54	97	98	1	87	0	15	11	12	0	0
gnr	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gnt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gnu	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0
gny	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gné	0	0	0	3	0	0	0	4	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	1
go 	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
goc	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
god	0	0	1	5	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0
goe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
goh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
goi	18	3	3	14	1	1	23	17	0	4	1	5	1	4	12	8	8	1	12	2	3	0	1	2	2
gol	1	2	0	2	0	0	1	1	0	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0
gom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
gon	1	5	2	29	1	0	1	6	1	0	0	1	0	6	2	4	3	1	2	3	2	0	0	0	0
goo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gor	0	3	1	6	0	1	2	3	1	0	1	34	1	0	5	6	2	0	6	5	1	0	0	0	0
gos	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
got	0	2	0	3	1	0	1	3	0	1	0	4	1	0	6	13	0	2	6	0	0	0	0	0	0
gou	0	24	0	0	6	1	0	0	0	0	0	0	0	0	0	0	19	0	0	15	5	0	0	5	3
gov	0	0	4	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
goz	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0
gra	172	235	45	610	65	146	74	496	9	42	38	66	18	21	244	269	676	51	313	32	147	8	32	14	61
gre	98	30	12	136	6	8	17	144	0	11	2	18	4	10	28	51	54	14	35	14	36	0	0	0	11
gri	23	17	1	19	2	5	5	12	0	3	0	3	5	4	23	35	83	3	14	2	7	1	1	0	1
gro	3	10	0	11	0	2	0	20	4	0	0	1	0	0	6	10	11	3	5	4	2	0	0	0	0
gru	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	11	0	0	0	0	0
grâ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
grè	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gré	20	20	0	18	20	7	5	10	1	2	0	16	0	0	33	21	96	0	7	0	8	0	4	0	14
gt
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gt 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
gta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gtf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gu
	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1
gu 	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
gua	0	2	19	222	0	0	0	161	0	0	0	0	0	0	0	1	0	7	0	0	1	0	0	0	0
gue	59	57	4	108	13	7	3	52	5	8	0	37	5	25	43	79	128	2	74	6	28	1	7	6	10
gui	13	11	6	22	5	9	1	23	0	3	0	1	2	12	14	56	23	3	65	14	15	0	3	1	1
gul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
gum	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gur	1	1	1	11	0	0	1	8	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1
gus	0	2	0	1	0	0	1	7	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	1
gut	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
guz	1	0	0	1	0	0	0	2	0	0	0	0	0	0	4	0	0	2	3	0	0	0	0	0	0
guà	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gué	4	0	0	16	0	0	0	0	0	0	0	4	0	0	15	7	0	0	2	0	0	0	0	0	0
guë	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gz 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
gès	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gé 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	3	0	0	0	0
gée	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gég	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gém	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gés	188	0	0	11	0	2	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
gît	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gïe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
güe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
h
g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
h a	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
h c	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
h d	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
h e	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
h f	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h i	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h k	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h l	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h m	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h n	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h s	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h v	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ha
	1	11	0	4	0	0	1	5	0	0	0	0	0	0	1	4	21	0	2	0	0	0	0	1	1
ha 	5	31	0	15	0	15	7	11	0	0	2	2	0	0	20	33	16	0	15	0	4	0	4	0	7
haa	0	1	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
hab	0	0	2	1	1	1	2	1	0	0	1	0	0	0	0	0	1	1	0	0	11	0	0	0	0
hac	20	4	0	9	1	0	0	20	14	3	0	4	0	0	27	29	8	0	20	0	5	0	1	0	8
had	0	0	1	8	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
hae	0	0	0	8	0	0	0	4	0	0	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0
haf	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0
hag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
hai	9	47	0	41	2	7	3	21	2	4	0	1	2	6	9	10	53	4	16	1	8	1	3	2	2
hal	13	6	2	16	0	1	0	4	0	2	0	4	0	0	18	13	4	0	14	1	0	0	0	0	1
ham	0	14	7	48	1	2	1	20	2	2	1	10	0	0	3	2	98	0	1	3	17	1	1	0	7
han	99	35	8	65	3	0	0	26	2	6	8	40	4	0	56	77	116	2	64	3	32	2	5	0	7
hao	0	4	0	0	0	0	0	3	0	0	0	1	0	0	1	1	7	0	0	1	0	0	0	0	0
hap	11	14	1	8	0	0	0	14	0	2	0	5	0	0	8	19	48	3	15	0	6	1	2	0	3
haq	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
har	42	27	12	73	2	7	2	65	2	7	4	23	3	1	69	53	82	6	49	36	33	4	2	0	10
has	91	83	1	116	1	12	2	81	11	5	10	58	1	5	61	133	435	2	104	6	43	3	13	0	7
hat	6	7	2	1	0	0	0	1	0	1	0	2	0	2	13	9	1	2	2	5	0	0	0	0	0
hau	50	60	0	103	3	18	2	62	11	9	10	49	4	0	50	78	89	9	79	16	34	6	3	3	9
hav	0	3	0	1	0	3	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
hax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0
hay	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
haz	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
haç	1	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0
haè	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
haï	7	20	0	29	1	0	0	14	0	0	0	2	1	0	13	9	6	0	16	0	0	0	0	0	0
haÿ	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
he
	34	118	0	55	0	1	3	10	0	0	0	8	4	0	50	28	14	0	24	1	0	0	7	0	0
he 	45	312	3	103	1	11	37	93	3	6	0	37	3	4	36	74	87	6	60	12	13	7	4	0	9
hea	2	1	0	16	0	10	0	13	1	2	0	9	0	0	1	8	1	2	3	0	8	0	0	0	1
heb	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hec	0	1	0	5	0	0	0	19	0	2	0	2	0	0	1	0	13	2	0	0	0	0	1	1	0
hed	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hee	1	1	0	1	0	0	0	3	0	0	0	2	0	0	3	3	0	0	0	0	1	0	0	0	0
hef	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0
heg	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hei	13	0	0	15	0	1	0	37	0	3	1	0	0	0	12	23	1	6	11	0	0	0	0	0	0
hel	1	160	1	19	0	0	65	35	0	0	1	2	0	0	0	3	8	1	2	0	10	0	0	0	1
hem	16	21	0	51	0	8	9	13	0	6	2	13	1	0	30	18	30	2	23	0	14	1	2	0	14
hen	14	21	0	47	0	0	13	20	0	1	0	12	0	0	12	24	6	5	13	4	1	3	0	0	2
heo	3	8	0	0	0	0	0	2	0	0	0	3	0	0	13	16	1	0	6	1	2	0	1	0	0
hep	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heq	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
her	21	67	7	68	16	3	9	43	3	3	0	11	4	1	25	50	20	6	22	4	7	0	2	0	13
hes	30	121	3	41	1	12	30	73	6	6	10	12	3	0	18	44	38	13	35	11	4	4	1	0	25
het	8	16	3	1	1	0	1	4	0	2	0	8	0	0	8	12	13	0	5	0	15	3	0	0	2
heu	0	9	0	1	0	0	4	1	0	0	2	0	0	0	0	0	18	0	1	0	29	0	0	1	1
hev	126	160	2	421	2	53	1	163	5	3	5	157	2	0	349	433	471	12	306	1	122	26	21	0	1
hez	1	2	0	0	0	0	0	0	0	1	0	0	0	0	8	7	0	0	0	0	6	1	0	0	1
heâ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
heä	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
heï	3	3	0	0	0	0	0	0	0	0	0	5	0	0	5	5	18	0	6	0	0	0	1	0	1
heö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
heü	4	9	0	3	0	3	0	2	0	0	0	0	0	0	12	10	19	0	0	0	0	1	0	0	3
hi
	3	19	0	3	0	0	0	2	0	1	0	1	0	0	1	0	6	0	1	0	0	0	0	0	0
hi 	0	37	0	5	0	6	11	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	2	0	0
hia	7	11	0	13	0	1	9	0	0	0	0	0	0	0	16	7	30	0	25	0	0	2	0	0	0
hib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0
hic	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
hid	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	6	0	0	0	0	0	0	6	0
hie	94	119	16	197	2	20	70	132	45	17	10	48	8	0	126	172	406	16	152	18	69	10	21	1	40
hif	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hig	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
hii	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hil	0	93	0	8	0	1	15	41	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0
him	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hin	1	9	0	13	0	0	0	3	2	1	1	0	0	0	4	2	3	1	3	0	4	1	0	0	0
hio	0	1	0	16	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hip	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hir	4	15	0	5	1	0	4	0	0	0	0	1	0	0	3	1	6	0	1	3	9	0	0	0	0
his	2	32	0	12	3	9	14	8	0	0	0	44	0	0	10	1	26	1	19	2	5	1	2	0	11
hit	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	5
hiu	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hiv	0	0	0	5	0	0	0	1	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
hix	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hiz	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
hié	13	55	0	71	1	18	3	11	3	12	1	9	0	0	23	24	52	6	17	2	13	2	0	0	15
hna	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ho
	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ho 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hoa	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hob	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hoc	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hod	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hoe	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hoi	0	39	1	6	0	13	5	4	0	0	1	12	0	0	5	9	52	0	7	0	9	1	5	0	3
hol	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hom	27	22	32	82	51	16	14	63	4	18	7	15	2	10	39	41	112	5	15	3	47	3	11	8	12
hon	18	122	17	134	5	13	49	95	2	8	4	36	2	2	54	56	302	6	30	2	32	0	6	0	21
hop	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hor	10	37	2	22	0	5	8	9	0	4	5	7	1	0	1	15	8	1	2	4	7	1	0	0	6
hos	71	71	4	56	0	1	6	51	3	2	2	13	4	2	50	49	184	5	35	11	26	1	10	0	2
hot	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hou	0	13	0	0	17	20	21	0	0	1	0	0	0	0	0	0	2	0	0	0	4	0	0	1	0
hoz	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hoï	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hre	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hri	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ht
	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ht 	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hu 	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
huc	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	1
hue	1	3	0	2	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0
huf	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hug	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hui	12	19	0	0	4	3	3	9	0	1	0	5	0	2	23	57	31	0	12	0	1	0	8	2	1
hul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hum	2	2	1	5	2	0	4	2	0	3	0	0	1	0	1	1	13	0	0	1	9	0	0	0	2
hun	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hup	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hur	0	3	0	1	0	1	0	2	0	2	0	3	0	0	7	8	2	0	3	0	2	0	3	0	0
hus	0	1	0	1	0	0	0	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hut	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2
huv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
huy	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hué	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
