ngramme	BenTroieC_1partial	SGeorgDeG	AlexisPQ	BenTroieC_4partial	Yvain	MeraugisF	ChaceP	DancusM	AlexisOctP	PercevalKu	AlexisP13	Cliges	JugAmD	AlexisP11	JAvesnesFilleB	FillePonth1B1	SGeorgVosL	ThebesC	AigarB	UnicornecW	LancJ	ErecF	CleomHas	AlexisPRI	OmbreB2
aés	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aël	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0
aën	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
aër	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
aîg	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aï
	1	0	0	0	1	0	0	0	0	3	0	2	0	0	0	1	0	4	0	0	4	11	1	0	0
aï 	7	0	0	0	2	0	0	0	0	3	0	2	0	0	0	1	1	11	0	0	5	10	0	0	0
aïa	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aïd	10	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	6	0	2	0	0
aïe	12	0	0	2	10	0	0	0	0	11	0	16	0	0	0	1	0	8	0	0	7	12	1	1	1
aïf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
aïl	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
aïm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
aïn	3	0	0	3	9	0	0	0	0	3	0	7	0	0	0	0	0	10	1	0	8	2	0	0	1
aïr	9	0	0	2	13	4	0	0	0	6	0	3	0	0	0	1	0	11	0	0	5	6	8	0	0
aïs	63	0	3	2	18	21	0	0	0	43	0	27	0	0	0	6	0	60	1	0	55	21	9	0	0
aït	1	0	0	0	9	2	0	0	0	6	0	23	0	0	0	1	0	14	0	0	10	4	5	0	3
aïu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
aïv	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aïz	2	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	6	0	0	4	1	0	0	0
aün	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	2	1	0	0	0
aüs	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
aüt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
aüz	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aÿ
	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aÿ 	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aÿd	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aÿe	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aÿn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aÿs	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
aēn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
b
a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
b
e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
b
f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
b
i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
b
m	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
b a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
b c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
b d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
b e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0
b f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
b g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
b h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
b l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0
b m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
b n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
b o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
b p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
b q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
b s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
b t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
b u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b v	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ba
	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0
ba 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0
baa	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
bab	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0
bac	1	0	0	0	7	3	0	5	1	5	1	2	0	0	1	2	0	20	0	1	2	1	7	1	0
bad	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
bae	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bag	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
bah	1	0	7	0	6	3	0	0	1	0	0	5	0	0	0	0	0	5	0	0	4	0	28	2	0
bai	36	0	3	3	20	4	3	9	1	31	13	22	1	4	3	4	1	52	10	0	21	21	74	7	2
bal	2	0	1	2	1	0	0	2	1	4	0	3	0	0	0	0	0	6	1	1	1	1	42	0	0
ban	3	0	0	3	9	5	0	0	0	13	3	13	2	1	3	4	0	20	7	1	7	19	201	3	0
bao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
bap	0	2	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	5	0
baq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bar	31	0	3	0	12	7	1	2	2	20	15	39	4	3	7	11	2	119	5	0	11	38	53	7	1
bas	11	0	4	1	11	6	0	0	2	11	0	3	0	0	1	2	1	17	2	0	16	9	8	1	2
bat	70	1	6	10	71	39	2	8	4	84	10	60	9	6	34	6	2	129	17	0	96	60	211	9	0
bau	6	0	2	0	2	0	2	0	1	14	0	4	0	0	83	67	0	12	0	0	3	5	15	0	0
bay	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
baz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
baï	3	0	1	0	0	0	0	0	0	5	0	3	0	0	0	0	0	2	0	0	4	6	0	0	0
bba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
bbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
bbé	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bd 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
bda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
bde	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be
	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	4	0	1	3	2	2	1	0
be 	13	0	3	0	16	5	1	1	1	32	1	7	0	2	2	7	0	31	5	0	9	26	17	1	1
bea	70	1	0	1	0	23	0	0	7	0	0	1	0	0	15	0	1	39	1	0	3	0	1	1	0
beb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
bec	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	2	0
bed	9	0	0	1	8	2	0	0	0	3	0	7	0	0	0	0	0	16	0	0	12	22	6	0	2
bee	3	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	1	0	1	1	1	1	0	0
beg	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
beh	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0
bei	7	0	0	1	1	0	0	0	1	34	1	13	0	0	1	0	0	10	1	0	9	41	0	0	0
bel	90	7	10	7	54	63	4	1	6	133	1	43	4	16	14	12	3	24	4	0	65	124	328	30	20
ben	6	1	1	0	5	1	0	1	3	13	0	1	0	0	0	3	0	13	13	0	3	1	10	0	0
beo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
ber	25	0	4	5	11	12	0	3	0	37	3	19	4	6	8	0	0	94	26	0	27	43	16	5	1
bes	9	2	1	2	31	13	2	4	6	35	1	19	4	3	8	0	1	87	6	2	23	36	94	3	3
bet	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0
beu	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	1	0	0	1	1	0	0
bev	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	3	0	0	1	4	1	0	0
bez	4	0	0	0	1	0	0	0	0	4	0	4	0	0	1	0	0	5	0	0	1	2	0	0	0
beç	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beï	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
beü	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	3	0	0	0	1	6	0	0
beÿ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
bi
	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
bi 	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	1	0	2	0	0	0	1	3	0	0
bia	0	1	9	1	36	0	7	0	0	123	14	54	6	0	0	13	2	1	0	1	33	89	161	14	17
bib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
bic	0	0	0	1	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bie	308	11	50	26	218	87	30	13	33	319	61	218	22	8	53	82	14	421	8	26	269	244	781	38	57
big	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bil	0	0	0	0	0	0	0	1	0	0	2	0	0	1	5	0	0	6	0	0	1	4	37	1	0
bin	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
bio	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
bir	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	1	0	0
bis	5	0	1	1	3	0	1	0	0	4	0	0	2	0	1	1	2	8	2	0	2	2	10	1	2
bit	2	0	2	1	0	0	0	0	1	1	2	0	0	1	2	1	1	2	0	0	0	0	0	1	0
biu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
biz	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
biè	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bié	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
bië	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bje	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
bl 	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
bla	60	2	5	3	30	15	1	9	3	48	11	51	8	7	2	9	0	63	22	3	49	85	108	10	7
ble	76	5	4	2	81	56	6	8	18	128	27	175	4	14	46	28	24	141	2	6	99	117	296	28	7
bli	17	0	1	2	12	5	10	0	1	14	6	14	0	2	3	1	0	18	2	4	4	13	69	13	0
blo	27	0	4	1	5	5	0	0	1	8	0	6	0	0	4	0	0	17	0	0	6	13	46	0	0
blu	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blè	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
blé	13	0	0	0	2	2	0	0	1	4	1	3	0	0	2	2	0	10	0	0	5	7	38	2	1
blï	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	7	0	0	0
boa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bob	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0
boc	16	0	0	1	2	5	1	1	0	24	6	16	0	1	0	0	3	13	1	0	10	12	1	0	0
bod	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
boe	0	0	0	0	0	0	0	1	11	35	2	48	0	0	0	0	2	0	0	0	49	1	0	0	0
bof	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0
bog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
boh	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
boi	6	0	0	0	92	21	2	3	0	20	6	20	0	0	4	32	3	4	0	1	14	19	14	7	0
boj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bol	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
bom	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bon	81	10	32	6	19	24	2	19	9	70	29	18	8	18	34	16	8	93	19	2	16	24	290	20	17
boq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
bor	10	1	0	1	1	3	0	0	4	4	7	7	0	1	1	2	1	18	6	0	0	11	0	0	0
bos	11	0	0	1	9	0	4	0	0	2	0	0	0	2	0	1	0	41	6	0	0	2	4	0	0
bot	5	0	0	1	0	0	0	0	3	5	2	5	0	0	0	0	0	3	0	0	6	9	0	0	0
bou	0	4	7	0	25	0	4	6	2	0	3	1	2	0	10	2	0	2	0	1	0	0	32	1	0
bov	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
boz	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
boç	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
boë	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bra	35	2	4	8	17	14	0	0	5	35	5	19	0	1	9	7	4	46	14	3	25	31	75	1	6
bre	41	6	11	6	46	15	2	5	4	58	16	58	1	14	6	14	4	55	16	17	34	43	97	16	13
bri	16	1	2	2	8	1	6	4	0	12	4	9	1	1	9	0	3	20	1	0	13	22	45	2	0
brm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
bro	7	0	0	3	6	3	0	2	0	1	0	7	0	1	2	0	1	47	1	0	2	6	9	1	0
bru	5	0	0	0	8	4	1	1	0	8	1	6	0	0	5	0	0	23	4	0	3	18	21	1	0
bré	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0
bs 	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
bsa	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bsc	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
bse	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
bso	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
bst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
bt 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bta	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bte	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
bti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
bté	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bu
	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
bu 	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	3	0	0	0
bua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
buc	6	0	0	1	2	0	0	1	0	2	0	1	0	0	0	0	1	16	0	0	4	2	3	2	0
bue	26	0	0	2	1	2	0	0	0	16	3	13	0	0	0	0	0	5	0	0	13	65	6	2	2
buf	0	0	0	0	0	0	1	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bug	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bui	2	0	0	0	4	0	0	0	0	2	0	1	0	0	0	4	0	5	0	0	1	2	0	0	0
bul	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bun	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
bur	0	0	0	0	0	0	1	4	0	2	3	0	0	0	1	0	0	2	0	0	1	0	0	0	0
bus	15	0	0	0	5	1	0	3	0	1	0	0	0	0	3	0	0	18	4	0	0	2	1	0	0
but	0	0	1	0	2	0	0	0	0	2	2	2	0	0	0	1	0	2	0	0	1	2	5	2	0
buv	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
buç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bué	0	0	0	0	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
bve	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bvo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
bx 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bz 	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bèl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
bès	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bé
	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0
bé 	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	5	0	0	1	1	2	0	0
bée	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
béi	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
bér	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bés	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
béu	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
bêl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
c
a	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
c
c	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	1	1	0	1
c
d	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0
c
e	0	0	0	0	2	0	0	1	0	4	0	2	0	0	0	1	0	1	1	0	5	7	0	2	0
c
f	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
c
g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
c
i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c
j	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c
l	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	4	1	1	1
c
n	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
c
o	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
c
p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0
c
q	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0	3	1	0	0
c
r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
c
s	0	0	0	0	5	1	0	1	0	4	0	2	0	0	2	0	0	0	0	0	0	2	0	1	0
c
t	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	3	0	0	0
c
u	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
c
v	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
c
y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c a	8	2	2	1	1	3	0	3	1	15	3	11	2	5	1	4	1	11	3	0	5	48	15	6	3
c b	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	5	2	0	1	9	0	0	0
c c	14	0	2	1	8	6	0	5	0	15	2	10	1	2	4	4	0	30	2	1	6	33	42	7	2
c d	5	3	0	2	4	7	0	4	0	5	2	5	1	1	14	4	0	20	6	1	3	27	15	1	1
c e	16	1	0	1	4	9	3	7	2	16	3	10	2	9	8	8	1	20	6	0	12	39	35	5	2
c f	10	0	1	0	2	2	0	1	0	4	2	2	0	0	2	5	0	8	0	1	7	5	11	2	0
c g	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	6	3	0	0	4	3	0	0
c h	1	1	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	6	2	0	0	2	2	0	0
c i	2	0	0	4	0	0	0	2	0	5	1	1	0	1	1	3	0	3	0	0	2	2	1	0	1
c j	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	9	2	0	2	2	3	2	0
c k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c l	11	0	3	1	24	2	2	12	1	33	2	33	0	6	15	13	1	29	8	1	39	90	52	1	1
c m	7	0	1	1	9	3	1	3	1	9	5	13	2	2	0	3	0	8	3	0	12	31	18	1	0
c n	26	0	0	3	4	6	0	0	0	3	6	9	7	0	0	3	1	47	3	1	2	17	19	3	1
c o	4	0	0	0	0	0	0	0	0	2	2	2	0	2	2	1	0	10	1	0	1	9	10	0	0
c p	20	0	3	2	4	5	0	2	2	1	2	3	0	4	0	2	0	20	5	0	2	18	38	6	0
c q	1	0	1	2	3	3	0	0	1	7	0	5	2	0	2	1	0	4	0	0	6	16	1	1	0
c r	4	0	0	0	2	1	0	1	0	3	0	3	0	1	1	0	0	8	0	0	0	28	4	1	0
c s	13	0	5	2	3	10	0	3	3	7	4	11	2	2	1	2	3	24	6	1	3	31	23	6	0
c t	7	1	0	2	2	4	1	3	2	7	3	6	0	2	2	2	1	11	0	0	8	16	23	3	2
c u	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	2	0	0	3	0	0	0
c v	9	1	2	2	8	2	0	2	0	4	1	8	0	1	3	4	0	20	5	0	2	26	7	0	0
c y	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
c z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c à	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
c ç	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0
c é	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ca
	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca 	1	0	1	0	14	0	0	1	0	0	0	0	0	0	3	8	0	1	0	1	2	0	0	1	0
caa	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
cab	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0
cac	0	0	1	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
cad	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	7	93	0	0
caf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
cag	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0
cai	1	0	1	0	3	0	1	0	0	0	4	0	0	0	0	2	0	1	8	2	0	0	2	7	1
cal	15	0	1	0	10	1	0	2	0	0	1	0	0	0	1	0	0	14	6	0	0	0	17	0	0
