ngramme	freq-JugAmD	freq-LancJ	freq-AigarB	freq-ChaceP	freq-DancusM	freq-OmbreB2	freq-UnicornecW	freq-PercevalKu	freq-AlexisP13	freq-ErecF	freq-BenTroieC_4partial	freq-MeraugisF	freq-JAvesnesFilleB	freq-Yvain	freq-ThebesC	freq-AlexisPRI	freq-AlexisPQ	freq-CleomHas	freq-SGeorgDeG	freq-AlexisOctP	freq-BenTroieC_1partial	freq-FillePonth1B1	freq-AlexisP11	freq-SGeorgVosL	freq-Cliges
où	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	2	0
où 	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	2	0
ppe	0	0	0	1	0	0	0	0	0	0	0	0	3	5	0	1	0	0	6	0	0	0	0	0	0
ppé	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
pé	0	0	0	0	0	0	0	0	10	0	0	0	0	0	19	21	7	0	0	2	0	0	0	0	0
pée	0	0	0	1	0	0	0	0	2	0	0	0	1	0	3	3	3	43	5	0	0	0	0	0	0
péu	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rf 	0	0	0	12	0	0	0	4	6	13	0	0	0	1	1	2	0	0	0	0	1	2	1	0	0
rrè	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rée	0	0	0	1	0	1	0	0	13	0	0	0	1	0	34	33	20	141	4	2	1	3	0	6	0
réo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0
sit	0	0	0	1	1	0	0	0	1	0	1	0	9	0	1	0	6	4	0	1	1	2	1	2	3
séa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	1	0
sée	0	0	0	1	0	0	0	0	7	0	0	0	0	0	1	10	12	91	2	4	0	0	0	4	0
sés	0	0	0	1	0	0	0	0	6	1	0	7	17	31	17	6	0	24	0	0	0	9	0	2	0
séu	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tig	0	0	0	1	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	1	0	0	0	0
ts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tée	0	0	0	2	0	0	0	0	9	0	1	0	1	0	0	10	3	90	5	0	0	1	0	4	0
tés	0	0	0	1	0	0	0	1	23	1	0	0	17	35	0	13	1	97	0	0	1	22	0	1	0
téz	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
ubr	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ucu	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
ugo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
umé	0	0	0	7	0	0	0	2	0	0	0	0	2	3	0	3	0	9	0	1	0	1	0	0	2
upl	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	6	5	0	0	0	0	0	0
upp	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0
urn	0	0	0	2	0	0	0	0	3	0	0	0	61	55	0	8	8	43	3	0	0	19	0	0	0
urr	0	0	0	2	6	0	0	0	1	1	1	3	53	39	6	6	4	55	3	0	3	2	0	0	1
uzl	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vig	0	0	0	3	0	0	0	2	1	1	0	1	5	0	6	1	0	9	0	0	3	2	0	0	0
vée	0	0	0	2	2	0	0	0	4	0	0	0	0	0	2	7	3	95	0	2	1	2	0	2	0
vén	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
véo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0
véu	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
z k	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
zlo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
à c	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
à m	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
à n	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
à o	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0
à p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
à v	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	2	0
çau	0	0	0	1	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ère	0	0	0	3	1	0	0	0	2	0	2	0	13	0	8	3	2	30	0	4	2	35	0	3	0
ès	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
èvr	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
éan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	1	0	1	0
éau	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ée	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ée 	0	0	0	7	3	0	0	0	4	3	1	0	9	0	28	6	9	94	1	3	2	5	0	1	0
ées	0	0	0	16	2	0	0	0	0	0	0	1	1	0	7	15	0	108	1	3	0	0	0	5	0
éez	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0
éla	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
éné	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
éoi	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	1	0
éou	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
épa	0	0	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	2	0	0	1	10	0	0	0
éu 	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
éur	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
éus	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
éuz	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
éz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ïro	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0
ù c	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0
ù q	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cy	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 et	0	0	0	0	1	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	25	0	0	1
 gî	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ib	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
 ix	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
 iç	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	3	0	0	0	0
 sp	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	4	1	0
 st	0	0	0	0	4	0	2	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	1	0	0
 ty	0	0	0	0	1	0	0	0	0	0	1	0	0	0	33	0	0	1	0	0	1	0	0	0	1
 ur	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
 xi	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	4
 él	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
aca	0	0	0	0	1	0	0	1	5	0	0	0	0	1	0	3	1	2	0	0	3	2	0	1	0
ad 	0	0	0	0	1	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	1	19	0	0
agm	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aon	0	0	0	0	3	0	0	1	1	0	0	0	3	2	3	0	0	0	0	0	3	0	0	0	0
aph	0	0	0	0	2	0	0	0	0	0	1	0	8	0	0	0	0	2	0	0	1	0	0	0	0
app	0	0	0	0	2	0	0	0	0	0	0	0	12	12	0	1	1	1	14	0	0	0	0	0	0
asn	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
avé	0	0	0	0	1	0	0	1	2	0	0	1	6	52	1	6	0	18	0	0	0	32	0	1	1
axa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aël	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
bi 	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	5
blu	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bom	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bsc	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
béi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
cci	0	0	0	0	2	0	0	0	0	1	2	0	17	2	0	0	0	0	1	0	0	0	0	0	1
ccu	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
cib	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cil	0	0	0	0	3	0	1	5	1	0	2	2	1	3	5	2	0	0	0	0	10	1	1	0	0
cim	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
cip	0	0	0	0	6	0	0	0	0	0	4	0	5	0	5	0	0	0	0	0	3	0	0	1	0
ciu	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
cll	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cnc	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coe	0	0	0	0	3	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
cré	0	0	0	0	1	0	0	1	0	0	0	0	0	1	8	1	1	27	0	0	0	0	0	3	0
cti	0	0	0	0	1	0	0	0	1	0	0	0	6	0	1	1	0	2	0	3	2	0	1	0	0
cul	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	24	0	0	0	0
cum	0	0	0	0	8	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0
cyn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d d	0	0	0	0	1	0	0	0	2	0	0	0	49	0	0	1	2	2	0	0	0	2	9	0	0
d f	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0
d p	0	0	0	0	1	0	0	0	0	0	0	0	23	1	0	0	0	0	0	1	0	1	3	0	1
dag	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dal	0	0	0	0	1	0	0	0	3	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1
dat	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
dig	0	0	0	0	3	1	0	0	3	8	0	5	4	0	4	2	1	128	0	0	2	0	1	3	0
dim	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0
dié	0	0	0	0	6	0	0	0	1	1	0	0	1	8	29	3	2	10	0	0	1	3	0	0	0
dum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e x	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ehu	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elc	0	0	0	0	1	0	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0
emm	0	0	0	0	1	0	0	0	1	0	1	0	9	0	1	2	2	8	3	0	3	1	3	0	4
etc	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
f i	0	0	0	0	1	0	0	1	1	1	1	2	3	0	1	1	0	1	0	0	0	0	0	0	0
f s	0	0	0	0	2	0	0	3	1	0	0	2	4	1	2	0	0	2	0	2	2	1	0	0	1
fev	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
fex	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
flé	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0
g i	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
g o	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0
gat	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gme	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
gnt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
go 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gom	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gou	0	0	0	0	15	0	5	0	0	0	0	0	5	24	0	6	3	19	0	0	0	1	0	0	0
gru	0	0	0	0	11	0	0	0	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0
gt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gtf	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gît	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hor	0	0	0	0	2	0	0	3	8	2	1	7	5	5	21	0	0	0	1	2	9	1	1	0	8
iac	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
ibi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ibu	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0
icu	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
igr	0	0	0	0	13	0	0	4	0	1	1	0	0	1	5	0	0	11	0	0	5	0	0	0	2
igt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ii	0	0	0	0	2	0	1	25	0	0	0	9	2	3	0	0	0	13	0	0	0	2	0	0	11
iis	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0
ilb	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
imi	0	0	0	0	1	0	0	0	0	0	0	0	19	0	1	2	0	0	0	3	1	0	0	0	0
inu	0	0	0	0	2	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0
iof	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ipe	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ipi	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ipl	0	0	0	0	5	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
irm	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	1	0	4	1	0
ism	0	0	0	0	2	1	0	3	6	8	4	1	0	5	12	10	0	5	0	0	5	0	8	2	0
itt	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0
ium	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
iça	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
iét	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	9	0	0	0
jao	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jun	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
juq	0	0	0	0	27	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
lab	0	0	0	0	2	0	0	0	0	1	0	0	6	1	2	1	0	5	0	3	1	1	1	1	0
laq	0	0	0	0	1	0	0	0	0	0	0	35	12	0	0	0	0	4	0	0	0	4	0	0	0
lbo	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lci	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	1
leq	0	0	0	0	1	0	0	2	0	0	0	0	18	1	0	0	0	3	0	1	0	5	0	0	0
lmo	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
lo 	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0
lte	0	0	0	0	3	0	0	0	1	0	0	0	20	0	1	0	0	2	6	0	0	0	3	0	1
m u	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
maa	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
maf	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mb 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miè	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0
mmi	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
mom	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mpu	0	0	0	0	3	0	0	0	0	0	0	0	5	0	7	0	0	6	0	0	1	0	0	0	0
mua	0	0	0	0	1	0	0	2	0	1	0	1	3	0	1	0	1	1	0	0	3	1	0	0	2
mum	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mué	0	0	0	0	1	0	0	1	0	0	0	0	2	3	11	2	2	4	0	0	0	0	0	1	0
nam	0	0	0	0	5	0	0	0	1	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0
ncn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nec	0	0	0	0	3	0	0	3	0	0	0	1	3	3	12	0	0	0	0	0	0	1	0	0	0
nff	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nib	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nin	0	0	0	0	1	0	0	0	0	2	1	0	1	2	2	0	0	0	0	0	5	0	0	0	0
nip	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
no 	0	0	0	0	2	0	3	0	1	0	0	2	0	0	0	0	0	11	0	0	2	2	0	0	0
nud	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0
num	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
o g	0	0	0	0	2	1	0	1	0	0	1	0	0	0	8	0	0	5	0	0	6	0	2	0	0
o j	0	0	0	0	1	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	5	0	0	0	1
occ	0	0	0	0	1	0	0	0	0	1	2	0	17	2	0	0	0	0	2	0	0	1	0	0	0
oct	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1
od 	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
olm	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oou	0	0	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0
osp	0	0	0	0	1	0	0	0	7	7	1	6	1	0	10	0	0	0	0	0	1	2	0	2	0
oug	0	0	0	0	5	0	0	0	0	0	0	0	2	0	3	0	0	14	1	0	0	0	0	0	0
pae	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
pam	0	0	0	0	1	0	0	0	0	0	1	0	3	2	2	0	2	0	0	2	0	0	0	0	0
pao	0	0	0	0	2	0	3	0	7	0	0	10	4	17	0	4	0	31	4	0	13	1	0	2	0
pat	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	0	23	0	0	3	0	1	0	0
paë	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ped	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0
phi	0	0	0	0	2	0	0	0	0	0	5	0	8	0	24	0	6	2	0	0	12	1	0	0	0
pio	0	0	0	0	1	1	0	0	0	0	1	0	7	2	0	0	0	1	0	0	0	2	0	0	0
pip	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pol	0	0	0	0	3	1	0	2	0	0	1	0	6	1	87	0	0	1	1	3	36	10	0	7	15
ppa	0	0	0	0	2	0	0	0	0	0	0	0	2	7	1	0	0	1	5	0	0	0	0	0	0
pul	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	10	0	0	3	0	0	0	9	2	0
pum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rao	0	0	0	0	1	0	0	1	2	0	0	2	2	1	2	0	0	0	0	0	0	7	0	0	0
rba	0	0	0	0	1	0	0	5	0	1	2	0	2	1	4	0	0	187	0	0	1	0	0	0	3
rfa	0	0	0	0	4	0	0	1	0	0	1	0	11	7	8	0	2	9	0	0	8	1	0	0	1
rii	0	0	0	0	2	2	0	0	0	20	0	0	0	0	0	3	0	81	0	0	2	0	0	0	0
rog	0	0	0	0	1	0	0	0	0	4	0	2	3	0	5	0	0	0	0	0	0	0	0	0	1
rpe	0	0	0	0	4	2	9	1	7	3	2	8	6	9	27	2	1	5	8	3	18	0	1	0	4
rsi	0	0	0	0	1	0	0	1	0	0	2	0	4	0	10	0	0	10	0	3	1	0	0	0	0
rsq	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
rst	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0
rsu	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
ruf	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rum	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	9	0	2	1	0	0	0	0
rçe	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sep	0	0	0	0	2	0	0	0	3	0	2	0	4	1	3	2	3	1	3	0	2	0	0	2	13
smi	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	3	3	0	0	0
spu	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	3	0	1	1	0	0	0	0
t x	0	0	0	0	1	0	0	1	0	0	0	2	3	1	1	0	0	1	0	0	0	0	0	0	4
t é	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0
tc 	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0
tfe	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tiq	0	0	0	0	3	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
to 	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
tob	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trc	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
tta	0	0	0	0	2	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0
tul	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
tup	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tyr	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
uca	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ucr	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	8	0	0	0	0	6	0
udu	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0
ufe	0	0	0	0	5	0	0	9	6	0	0	1	0	0	6	7	2	3	0	8	0	0	7	0	1
ufl	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0
uiç	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ulo	0	0	0	0	2	1	2	0	0	0	0	0	23	6	0	0	9	107	8	0	0	2	1	0	0
ult	0	0	0	0	3	0	0	0	0	0	0	0	154	4	0	2	3	2	14	0	0	0	0	19	0
um	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
um 	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0
umu	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uni	0	0	0	0	1	0	3	0	1	1	1	1	2	0	1	1	0	0	0	0	0	35	0	0	0
unu	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0
